B. New additions on 22.12.2025 in the List of Manufacturers and Models of Solar PV Modules Enlisted under ALMM Order,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,"S.No.","Name of theManufacturer","Location of ManufacturingFacility","BISRegistrationNo.","EnlistedCapacity(MWs / Year)","S.No..1",Type of  Module,Applied Model,Enlisted Models,"ModuleEfficiency (%)",No. of Cells in Module,"SystemVoltage(in Volt)",Validity,Extra_Col_0
,,,,,,,,,,,,,,,,FE156_620TG,22.17,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_625TG,22.35,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_630TG,22.53,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_635TG,22.71,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_640TG,22.89,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_645TG,23.07,,,,,,,,,,
,,,,,,,,,,,,,,ii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","FE144_565TG(565Wp)",FE144_540TG,20.9,144 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,FE144_545TG,21.10,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_550TG,21.29,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_555TG,21.48,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_560TG,21.68,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_565TG,21.87,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_570TG,22.07,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_575TG,22.26,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_580TG,22.45,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_585TG,22.65,,,,,,,,,,,,
,,,,,,,,,,,,,,FE144_590TG,22.84,,,,,,,,,,,,
,,,,,,,,,,,,,,FE132_490TG,20.65,,,,,,,,,,,,
,,,,,,,,,,,,,,FE132_495TG,20.87,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",
,,,,,,,,,,,,,,,,,,,,(Glass to Glass),,FE132_500TG,21.08,,,,
,,,,,,,,,,,,,,,,FE132_505TG,21.29,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_510TG,21.50,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_515TG,21.71,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_520TG,21.92,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_525TG,22.13,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_530TG,22.34,,,,,,,,,,
,,,,,,,,,,,,,,,,FE132_535TG,22.55,,,,,,,,,,
,,,,,,,,,,,,,,iv,"Bifacial N-TypeTOPCon Module(Glass to Glass)","FE120_465TG(465Wp)",FE120_445TG,20.57,120 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,,,FE120_450TG,20.80,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_460TG,21.26,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_465TG,21.49,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_470TG,21.72,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_475TG,21.95,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_480TG,22.18,,,,,,,,,,
,,,,,,,,,,,,,,,,FE120_485TG,22.42,,,,,,,,,,
,,,,,,,,,,,,,,i,"Bifacial N-TypeTOPCon Module(Glass to Glass)","SW-DG156THC-625W(625 Wp)",S   W   -  D  G   1  56THC-645W,23.07,"156 (Half Cut Cells)182.2 mm X 91.875 mm",1500,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-640W,22.90,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-635W,22.72,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-630W,22.54,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-625W,22.36,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-620W,22.18,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-615W,22.00,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-610W,21.82,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-605W,21.64,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG156THC-600W,21.46,,,,,,,,,,
,,,,,,,,,,,,,,ii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","SW-DG144THC-585W(585 Wp)",S  W    - D   G   1 44THC-600W,23.23,"144 (Half Cut cells)182.2 mm X 91.875 mm",1500,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-595W,23.03,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-590W,22.84,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-585W,22.65,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-580W,22.45,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-575W,22.26,,,,,,,,,,
,,,,,,,,,,,,,,,,SW-DG144THC-570W,22.07,,,,,,,,,,
,,,,,,,,,,,,,,iii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","SW-DG132THC-685W(685 Wp)",S   W   -  D  G   1  3  2  T   HC-715W,23.02,"132 (Half Cut cells)210 mm X 105 mm",1500,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-710W,22.86,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-705W,22.70,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-700W,22.53,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-695W,22.37,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-690W,22.21,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-685W,22.05,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-680W,21.89,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-675W,21.73,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-670W,21.57,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-665W,21.41,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-660W,21.25,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-655W,21.09,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-650W,20.92,,,,,,,,,,,,
,,,,,,,,,,,,,,S   W   -  D  G   1  3  2  T   H  C-640W,23.69,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-635W,23.51,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-630W,23.32,,,,,,,,,,,,
,,,,,,,,,,,,,,SW-DG132THC-625W,23.14,,,,,,,,,,,,
,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,,,,,,,,,,,,,,,,,,,,,From,
,,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-620W,22.95,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-615W,22.77,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-610W,22.58,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-605W,22.40,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-600W,22.21,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-595W,22.03,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-590W,21.84,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-585W,21.66,,,,,
,,,,,,,,,,,,,,,,,,,,,SW-DG132THC-580W,21.47,,,,,
,21.12.2029,,,,,,,,,,,,,9,"M/s Goldi Sun PrivateLimited(New Addition in ALMM)","BLOCK/ SURVEY NO252/P2, CITY SURVEY NON  A   2  5  1  ,  N   A  2   4  8  / P  2  ,NA246,NA250,NA249,NA241, NATIONAL HIGHWAY-48,TA, MANGROL, NA ,GUJARAT, INDIA -394115",R-72014966,3384,i,"Bifacial N-TypeTOPCon Module(Glass to Glass)","LR8-GS-66HGD-630(630 Wp)",LR8-GS-66HGD-600,22.4,132 (Half Cut Cells),1500.0,22.12.2025,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-605,22.40,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-610,22.58,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-615,22.77,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-620,22.95,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-625,23.14,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-630,23.32,,,,,
,,,,,,,,,,,,,,,,,,,,,LR8-GS-66HGD-635,23.51,,,,,
,20.04.2029,,,,,,,,,,,,,10,"M/s Fujiyama PowerSystems Limited(Formerly FujiyamaPower Systems PrivateLimited)(Model Addition )","51,52,SECTOR-ECOTECH-1,ECOTECH EXTN-1,GREATERNOIDA,GAUTAM BUDDHANAGAR,UTTAR PRADESH,India 201310",R-93037940,355,i,"Bifacial N-TypeTOPCon Module(Glass to Glass)",FPS590-144GT (590 Wp),FPS590-144GT,22.87,144 (Half Cut Cells),1500.0,21.04.2025,
,,,,,,,,,,,,,,,,,FPS585-144GT,22.68,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS580-144GT,22.48,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS575-144GT,22.29,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS570-144GT,22.09,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS560-144GT,21.71,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS550-144GT,21.32,,,,,,,,,
,,,,,,,,,,,,,,,ii,"Bifacial N-TypeTOPCon Module(Glass to Backsheet)",FPS590-144BT (590 Wp),FPS590-144BT,22.87,144 (Half Cut Cells),1500,,,,,,
,,,,,,,,,,,,,,,,,FPS585-144BT,22.68,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS580-144BT,22.48,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS575-144BT,22.29,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS570-144BT,22.09,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS560-144BT,21.71,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS555-144BT,21.51,,,,,,,,,
,,,,,,,,,,,,,,,,,FPS550-144BT,21.32,,,,,,,,,
,,,,,,,,,,,,,,,iii,"Bifacial N-TypeTOPCon Module(Glass to Backsheet)",FPS525-132BT (525 Wp),FPS525-132BT,21.91,132 (Half Cut Cells),1500,,,,,,
,,,,,,,,,,,,,,R-93022209,iv,"Bifacial N-TypeTOPCon Module(Glass to Backsheet)",UTL510-132BT (510 Wp),UTL490-132BT,20.66,132 (Half Cut Cells),1500,,,,,,
,,,,,,,,,,,,,,,,UTL495-132BT,20.87,,,,,,,,,,
,,,,,,,,,,,,,,,,UTL500-132BT,21.08,,,,,,,,,,
,,,,,,,,,,,,,,,,UTL510-132BT,21.51,,,,,,,,,,
,,,,,,,,,,,,,,,,UTL515-132BT,21.72,,,,,,,,,,
,,,,,,,,,,,,,,,,UTL520-132BT,21.93,,,,,,,,,,
,,,,,,,,,,,,,,v,"Bifacial N-TypeTOPCon Module(Glass to Backsheet)",UTL540-132BT (540 Wp),UTL530-132BT,22.35,132 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,UTL535-132BT,22.56,,,,,,,,,,,,
,,,,,,,,,,,,,,UTL540-132BT,22.77,,,,,,,,,,,,
,,,,,,,,,,,,,,UTL545-132BT,22.98,,,,,,,,,,,,
,,,,,,,,,,,,,,UTL550-132BT,23.19,,,,,,,,,,,,
,,,,,,,,,,,,,,UTL555-132BT,23.40,,,,,,,,,,,,
,,,,,,,,,,,,,,UTL560-132BT,23.62,,,,,,,,,,,,
,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,,,,,,,,,,,,,,,,,,,,,From,
,23.02.2028,,,,,,,,,,,,,11,"M/s Waaree EnergiesLimited(Model Addition)","SURVEY NO. 38/1,TUMBVILLAGE, UMBERGAONTALUKA, VALSAD,GUJARAT, India, 396150",R-72002038,1095.0,i,"Bifacial Mono c-SiPERC Module (Glassto Glass)","Bi-62-490(490 Wp)",Bi-62-480,20.28,132 (Half Cut Cells),1500.0,24.02.2024,
,,,,,,,,,,,,,,,,,,,,,Bi-62-485,20.49,,,,,
,,,,,,,,,,,,,,,,Bi-62-490,20.70,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Bi-62-495,20.91,,,,,
,,,,,,,,,,,,,,,,,,,,,Bi-62-500,21.13,,,,,
,21.12.2029,,,,,,,,,,,,,12,"M/s GREEN VALLEYMOTORS(New Addition in ALMM)","10, LILUAH, BELUR ROAD,HOWRAH,WEST BENGAL-711204,India",R-51003239,34.0,i,"N- Type TOPConModule(Glass to TransparentBacksheet)","GVM156TB-605(605 Wp)",GVM156TB-630,22.53,156 (Half Cut Cells),1500.0,22.12.2025,
,,,,,,,,,,,,,,,,GVM156TB-625,22.35,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-620,22.17,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-615,21.99,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-610,21.81,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-605,21.63,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-600,21.46,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-595,21.28,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-590,21.10,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-585,20.92,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-580,20.74,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM156TB-575,20.56,,,,,,,,,,
,,,,,,,,,,,,,,ii,"N- Type TOPConModule(Glass to TransparentBacksheet)","GVM144TB-545(545 Wp)",G   V   M   1  4  4 TB-570,22.07,144 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-565,21.87,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-560,21.68,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-555,21.48,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-550,21.29,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-545,21.10,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-540,20.90,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-535,20.71,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-530,20.52,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-525,20.32,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM144TB-520,20.13,,,,,,,,,,
,,,,,,,,,,,,,,iii,"N- Type TOPConModule(Glass to TransparentBacksheet)","GVM132TB-490(490 WP)",G   V   M   1  3  2  T B-510,21.48,132 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-500,21.06,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-495,20.85,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-490,20.64,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-480,20.21,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-475,20.00,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-470,19.79,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM132TB-465,19.58,,,,,,,,,,
,,,,,,,,,,,,,,iv,"N- Type TOPConModule(Glass to TransparentBacksheet)","GVM120TB-435(435 Wp)",G   V   M   1  2  0  T  B   - 450,20.79,120 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-445,20.56,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-440,20.33,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-435,20.09,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-430,19.86,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-425,19.63,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-420,19.40,,,,,,,,,,
,,,,,,,,,,,,,,,,GVM120TB-415,19.17,,,,,,,,,,
,,,,,,,,,,,,,,v,"N- Type TOPConModule(Glass to TransparentBacksheet)","GVM108TB-390(390 Wp)",G   V   M   1  0  8  T  B   - 4  05,20.74,108 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,GVM108TB-400,20.48,,,,,,,,,,,,
,,,,,,,,,,,,,,GVM108TB-395,20.23,,,,,,,,,,,,
,,,,,,,,,,,,,,GVM108TB-390,19.97,,,,,,,,,,,,
,,,,,,,,,,,,,,GVM108TB-385,19.72,,,,,,,,,,,,
,,,,,,,,,,,,,,GVM108TB-375,19.20,,,,,,,,,,,,
,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,,,,,,,,,,,,,,,,,,,,,From,
,21.12.2029,,,,,,,,,,,,,13,"M/s INOX SOLARLIMITED(New Addition in ALMM)","B500, BHAYALA, BAVLATALUKA, KERALA GIDC,AHMEDABAD, GUJARAT-382240",R-72015016,1274.0,i,"N-Type TOPConModule (Glass toTransparentBacksheet)","ISL 156 NM10R 620(620 Wp)",IS   L    1  5  6   NM10R 610,21.82,156 (Half Cut Cells),1500.0,22.12.2025,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 615,22.0,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 620,22.18,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 625,22.36,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 630,22.54,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 635,22.72,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 640,22.9,,,,
,,,,,,,,,,,,,,,,,,,,,,ISL 156 NM10R 645,23.07,,,,
,31.08.2027,,,,,,,,,,,,,14,"M/s Australian PremiumSolar (India) Ltd(Model Addition +Capacity Addition)","Tajpur, NH-08, TA:Prantij,Dist.: Sabarkantha,G  U   J  A   R  A   T  , I n   d  i a  - 3  8  3  2  0  5",R-72001791,622.0,i,"N-Type TOPConModule","APSTM-425/108(425 Wp)",APSTM-405/108,20.74,108 (Half Cut Cells),1500.0,01.09.2023,
,,,,,,,,,,,,,,,,,,,,,,APSTM-410/108,21.0,,,,
,,,,,,,,,,,,,,,,,,,,,,A  P   S  T  M   - 4   1  5  / 1  0 8,21.25,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-420/108,21.51,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-425/108,21.76,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-430/108,22.02,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-435/108,22.28,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-440/108,22.53,,,,
,,,,,,,,,,,,,,,,,,,ii,"N-Type TOPConModule","APSTM-460/120(460 Wp)",APSTM-445/120,20.57,120 (Half Cut Cells),1500.0,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-450/120,20.8,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-455/120,21.03,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-460/120,21.26,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-465/120,21.49,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-470/120,21.72,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-475/120,21.95,,,,
,,,,,,,,,,,,,,,,,,,iii,"N-Type TOPConModule","APSTM-485/120(485 Wp)",APSTM-480/120,22.18,120 (Half Cut Cells),1500.0,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-485/120,22.42,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-490/120,22.65,,,,
,,,,,,,,,,,,,,,,,,,iv,"N-Type TOPConModule","APSTM-515/132(515 Wp)",APSTM-495/132,20.86,132 (Half Cut Cells),1500.0,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-500/132,21.07,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-505/132,21.28,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-510/132,21.49,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-515/132,21.7,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-520/132,21.91,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-525/132,22.12,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-530/132,22.33,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-535/132,22.54,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-540/132,22.75,,,,
,,,,,,,,,,,,,,,,,,,v,"N-Type TOPConModule","APSTM-565/144(565 Wp)",APSTM-545/144,21.1,144 (Half Cut Cells),1500.0,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-550/144,21.29,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-555/144,21.48,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-560/144,21.68,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-565/144,21.87,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-570/144,22.07,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-575/144,22.26,,,,
,,,,,,,,,,,,,,,,,,,,,,APSTM-580/144,22.45,,,,
,30.05.2027,,,,,,,,,,,,,15,"M/s. SAEL SOLAR MFG.PRIVATE LIMITED(Model Addition +Capacity Addition)","VILLAGE HUKUMAT SINGHWALA, FEROZEPUR MOGAROAD,FEROZEPUR,PUNJAB ,FEROZEPUR-142052, India",R-97001058,220.0,i,"N-Type TOPConModule","SL144GTG-600 T (600Wp)",SL144GTG-595 T,23.06,144 (Half Cut Cells),1500.0,31.05.2023,
,,,,,,,,,,,,,,SL144GTG-600 T,23.26,,,,,,,,,,,,
